0. E1/E2 	19912 / 961	316370,6312 ms 181787/2957
1. E1/E2 	11513 / 477	228657,0071 ms 180668/2961
2. E1/E2 	8967 / 254	207677,8714 ms 181295/2950
3. E1/E2 	7379 / 172	195641,24 ms 176712/2947
4. E1/E2 	6419 / 128	191091,687 ms 175932/2940
5. E1/E2 	5983 / 100	188375,8685 ms 175932/2932
6. E1/E2 	5267 / 83	186767,5947 ms 176260/2939
7. E1/E2 	4910 / 52	183561,5087 ms 175684/2932
8. E1/E2 	4486 / 37	189932,1525 ms 183172/3003
9. E1/E2 	3993 / 38	359597,464 ms 347079/5113
10. E1/E2 	3842 / 30	258361,0229 ms 250899/3636
11. E1/E2 	3595 / 25	216786,2922 ms 210832/3118
12. E1/E2 	3422 / 16	211194,0069 ms 206258/3103
13. E1/E2 	3178 / 16	211282,9165 ms 206389/3104
14. E1/E2 	2974 / 9	209002,8513 ms 204692/3113
15. E1/E2 	2829 / 8	212752,4152 ms 208454/3122
16. E1/E2 	2696 / 7	209207,728 ms 205022/3114
17. E1/E2 	2659 / 10	212946,95 ms 208464/3121
18. E1/E2 	2385 / 3	210801,1397 ms 207022/3113
19. E1/E2 	2282 / 5	211205,6419 ms 207287/3111
20. E1/E2 	2156 / 3	184136,3022 ms 180550/3010
21. E1/E2 	2088 / 5	199967,9893 ms 196096/3074
22. E1/E2 	1938 / 5	204937,7674 ms 201108/3097
23. E1/E2 	1813 / 1	181020,1404 ms 177711/2981
24. E1/E2 	1687 / 1	178365,9184 ms 175024/2975
25. E1/E2 	1571 / 2	179828,0085 ms 176371/2978
26. E1/E2 	1669 / 1	178697,8749 ms 175328/2972
27. E1/E2 	1630 / 1	178611,8314 ms 175269/2978
28. E1/E2 	1411 / 1	178399,1189 ms 175097/2980
29. E1/E2 	1381 / 3	178353,0299 ms 174913/2984
30. E1/E2 	1229 / 0	178259,3097 ms 175063/2980
31. E1/E2 	1218 / 1	178407,0885 ms 175123/2984
32. E1/E2 	1145 / 0	177642,0835 ms 174453/2982
33. E1/E2 	1061 / 0	178287,8283 ms 175114/2974
