	0,5881	0,0835	0,5000	0,5278	0,5667	0,6333	0,7167
	0,6524	0,1022	0,5167	0,5778	0,6444	0,7222	0,8000
	0,6688	0,1222	0,5222	0,5722	0,6500	0,7556	0,8500
	0,6570	0,1092	0,5333	0,5778	0,6389	0,7222	0,8167
	0,6651	0,1169	0,5278	0,5778	0,6389	0,7333	0,8500
	0,6618	0,1150	0,5167	0,5778	0,6500	0,7278	0,8333
	0,6549	0,1047	0,5167	0,5722	0,6500	0,7278	0,8111
	0,6613	0,1110	0,5222	0,5778	0,6500	0,7389	0,8278
	0,6620	0,1109	0,5167	0,5778	0,6556	0,7333	0,8167
	0,6591	0,1120	0,5222	0,5722	0,6444	0,7222	0,8222
	0,6658	0,1132	0,5278	0,5778	0,6500	0,7389	0,8333
	0,6560	0,1016	0,5278	0,5833	0,6500	0,7222	0,8056
	0,6589	0,1045	0,5167	0,5833	0,6500	0,7278	0,8111
	0,6608	0,1033	0,5278	0,5778	0,6556	0,7333	0,8056
	0,6591	0,1134	0,5167	0,5778	0,6444	0,7222	0,8389
	0,6571	0,1084	0,5222	0,5778	0,6444	0,7167	0,8167
	0,6615	0,1000	0,5278	0,5833	0,6556	0,7333	0,8000
	0,6660	0,1203	0,5222	0,5778	0,6500	0,7333	0,8444
	0,6625	0,1182	0,5222	0,5778	0,6444	0,7222	0,8500
	0,6553	0,1133	0,5111	0,5722	0,6389	0,7333	0,8278
	0,6657	0,1182	0,5222	0,5778	0,6500	0,7389	0,8333
	0,6608	0,1150	0,5222	0,5778	0,6444	0,7278	0,8278
	0,6566	0,1044	0,5278	0,5778	0,6500	0,7222	0,7944
	0,6702	0,1144	0,5167	0,5889	0,6667	0,7389	0,8444
	0,6663	0,1194	0,5278	0,5722	0,6556	0,7278	0,8556
	0,6623	0,1119	0,5222	0,5778	0,6500	0,7444	0,8222
	0,6628	0,1053	0,5278	0,5833	0,6556	0,7389	0,8167
	0,6700	0,1091	0,5333	0,5833	0,6611	0,7444	0,8333
	0,6663	0,1154	0,5278	0,5778	0,6500	0,7389	0,8389
	0,6551	0,1024	0,5278	0,5778	0,6500	0,7222	0,8000
	0,6610	0,1174	0,5222	0,5722	0,6389	0,7333	0,8444
	0,6625	0,1076	0,5278	0,5889	0,6500	0,7222	0,8222
	0,6584	0,1041	0,5222	0,5778	0,6500	0,7278	0,8167
	0,6575	0,0986	0,5333	0,5889	0,6500	0,7111	0,8111
	0,6588	0,1132	0,5167	0,5778	0,6444	0,7278	0,8278
	0,6613	0,1138	0,5167	0,5722	0,6500	0,7389	0,8278
	0,6578	0,0932	0,5333	0,5889	0,6500	0,7222	0,7944
	0,6599	0,1111	0,5222	0,5778	0,6500	0,7278	0,8278
	0,6595	0,0997	0,5333	0,5833	0,6556	0,7222	0,8000
	0,6635	0,1111	0,5222	0,5778	0,6500	0,7333	0,8222
	0,6596	0,1048	0,5278	0,5722	0,6611	0,7333	0,8056
	0,6609	0,1016	0,5222	0,5889	0,6556	0,7333	0,8111
	0,6662	0,1142	0,5278	0,5833	0,6500	0,7389	0,8389
	0,6666	0,1135	0,5167	0,5778	0,6556	0,7556	0,8278
