0. E1/E2 	26179 / 2004	84374,1703 ms 
1. E1/E2 	8223 / 1125	83485,9357 ms 
2. E1/E2 	889 / 7	83112,656 ms 
3. E1/E2 	484 / 4	84761,3414 ms 
4. E1/E2 	622 / 5	85395,083 ms 
5. E1/E2 	346 / 5	83883,5845 ms 
6. E1/E2 	485 / 6	82936,1197 ms 
7. E1/E2 	459 / 5	82712,9693 ms 
8. E1/E2 	477 / 4	82766,4975 ms 
9. E1/E2 	397 / 2	82773,1502 ms 
10. E1/E2 	311 / 2	82634,7255 ms 
11. E1/E2 	274 / 5	82687,3996 ms 
12. E1/E2 	220 / 2	82636,8098 ms 
13. E1/E2 	184 / 2	82710,4781 ms 
14. E1/E2 	146 / 1	82842,0468 ms 
15. E1/E2 	239 / 2	82690,0956 ms 
16. E1/E2 	185 / 2	82695,9882 ms 
17. E1/E2 	163 / 1	82627,4143 ms 
18. E1/E2 	157 / 1	82702,8694 ms 
19. E1/E2 	227 / 3	82585,968 ms 
20. E1/E2 	310 / 3	82620,2733 ms 
21. E1/E2 	270 / 1	82641,5417 ms 
22. E1/E2 	200 / 1	82646,3489 ms 
23. E1/E2 	203 / 1	82657,1298 ms 
24. E1/E2 	187 / 2	82675,8344 ms 
25. E1/E2 	132 / 1	82547,4731 ms 
26. E1/E2 	118 / 1	82784,8109 ms 
27. E1/E2 	110 / 1	82641,5309 ms 
28. E1/E2 	102 / 2	82649,4483 ms 
29. E1/E2 	69 / 0	82583,5157 ms 
30. E1/E2 	92 / 1	82667,5281 ms 
31. E1/E2 	77 / 0	82657,7637 ms 
32. E1/E2 	62 / 1	82722,4319 ms 
33. E1/E2 	52 / 1	82586,8184 ms 
34. E1/E2 	33 / 1	82536,0441 ms 
35. E1/E2 	60 / 0	82776,9538 ms 
36. E1/E2 	37 / 0	82697,1336 ms 
37. E1/E2 	44 / 2	82621,2558 ms 
38. E1/E2 	38 / 0	82470,5387 ms 
39. E1/E2 	42 / 1	82708,3075 ms 
40. E1/E2 	23 / 1	82629,866 ms 
41. E1/E2 	42 / 0	82599,7364 ms 
42. E1/E2 	30 / 0	82573,5486 ms 
43. E1/E2 	22 / 1	82630,4206 ms 
44. E1/E2 	18 / 1	82664,6323 ms 
45. E1/E2 	31 / 0	82629,3117 ms 
46. E1/E2 	35 / 0	82705,6379 ms 
47. E1/E2 	38 / 1	82666,5876 ms 
48. E1/E2 	24 / 1	82651,8153 ms 
49. E1/E2 	25 / 0	82641,6337 ms 
50. E1/E2 	16 / 0	82622,9129 ms 
51. E1/E2 	23 / 1	82601,1958 ms 
52. E1/E2 	20 / 0	82690,7211 ms 
53. E1/E2 	14 / 0	82641,4627 ms 
54. E1/E2 	42 / 1	82620,9915 ms 
55. E1/E2 	16 / 0	82667,1311 ms 
56. E1/E2 	37 / 1	82619,6818 ms 
57. E1/E2 	9 / 1	82679,4971 ms 
58. E1/E2 	27 / 0	82553,6172 ms 
59. E1/E2 	13 / 1	82582,5276 ms 
60. E1/E2 	29 / 1	82679,365 ms 
61. E1/E2 	21 / 1	82710,1086 ms 
62. E1/E2 	32 / 0	82577,2719 ms 
63. E1/E2 	41 / 1	82603,567 ms 
64. E1/E2 	18 / 0	82519,8724 ms 
65. E1/E2 	2 / 0	82647,3675 ms 
66. E1/E2 	0 / 0	82590,2282 ms 
	FullTime = 5547460,4791 ms 
