AElement = 976
	AnalyzeTime = 227973,2498 ms 
2 - 1146 - 232,7364 ms
3 - 617 - 246,4839 ms
4 - 503 - 230,106 ms
5 - 386 - 228,4365 ms
6 - 401 - 225,8396 ms
7 - 363 - 232,6053 ms
8 - 349 - 216,3941 ms
9 - 336 - 235,625 ms
10 - 306 - 234,3417 ms
11 - 311 - 215,0367 ms
12 - 315 - 232,3837 ms
13 - 313 - 232,8874 ms
14 - 268 - 232,8203 ms
15 - 267 - 216,8403 ms
16 - 244 - 242,4231 ms
17 - 233 - 226,5542 ms
18 - 247 - 231,777 ms
19 - 238 - 216,6053 ms
20 - 241 - 231,4639 ms
21 - 250 - 242,3496 ms
22 - 237 - 226,3992 ms
23 - 220 - 216,9413 ms
24 - 231 - 233,8324 ms
25 - 238 - 230,0083 ms
26 - 207 - 237,5134 ms
27 - 211 - 228,0678 ms
28 - 211 - 220,1486 ms
29 - 191 - 233,5339 ms
30 - 174 - 214,3505 ms
31 - 189 - 233,8473 ms
32 - 186 - 238,6087 ms
33 - 199 - 227,8428 ms
34 - 206 - 216,4129 ms
35 - 207 - 231,693 ms
36 - 167 - 236,9378 ms
37 - 174 - 231,9831 ms
38 - 207 - 233,4636 ms
39 - 169 - 227,5594 ms
40 - 157 - 221,9707 ms
41 - 143 - 228,2098 ms
42 - 183 - 221,2125 ms
43 - 166 - 231,9319 ms
44 - 184 - 216,2292 ms
45 - 153 - 235,6941 ms
46 - 153 - 228,3868 ms
47 - 149 - 227,7746 ms
48 - 141 - 223,8173 ms
49 - 136 - 220,7287 ms
50 - 137 - 224,7434 ms
51 - 145 - 239,7932 ms
52 - 129 - 226,7972 ms
53 - 144 - 228,6874 ms
54 - 156 - 225,3746 ms
55 - 130 - 215,4479 ms
56 - 130 - 240,1667 ms
57 - 120 - 227,9886 ms
58 - 133 - 215,8935 ms
59 - 123 - 233,4994 ms
60 - 134 - 232,5788 ms
61 - 148 - 214,9047 ms
62 - 118 - 227,6886 ms
63 - 137 - 225,9863 ms
64 - 128 - 216,8216 ms
65 - 150 - 233,3348 ms
66 - 126 - 231,7795 ms
67 - 133 - 234,9419 ms
68 - 131 - 215,9365 ms
69 - 122 - 242,1363 ms
70 - 120 - 225,4134 ms
71 - 95 - 216,4981 ms
72 - 110 - 215,5452 ms
73 - 119 - 241,3522 ms
74 - 110 - 230,3492 ms
75 - 108 - 232,4094 ms
76 - 98 - 229,6562 ms
77 - 107 - 226,5923 ms
78 - 81 - 223,1299 ms
79 - 119 - 234,1265 ms
80 - 100 - 225,7841 ms
81 - 99 - 220,2212 ms
82 - 99 - 233,5025 ms
83 - 89 - 220,8392 ms
84 - 108 - 236,1147 ms
85 - 134 - 229,5732 ms
86 - 90 - 227,6092 ms
87 - 117 - 219,7909 ms
88 - 98 - 232,0112 ms
89 - 85 - 232,3129 ms
90 - 83 - 218,8305 ms
91 - 91 - 237,0258 ms
92 - 94 - 214,0765 ms
93 - 109 - 232,6461 ms
94 - 107 - 235,5755 ms
95 - 101 - 230,382 ms
96 - 87 - 227,5818 ms
97 - 87 - 222,7959 ms
98 - 81 - 216,9237 ms
99 - 79 - 232,5673 ms
100 - 94 - 231,9446 ms
101 - 85 - 235,7823 ms
102 - 73 - 228,5842 ms
103 - 90 - 220,7296 ms
104 - 66 - 231,4345 ms
105 - 81 - 236,9065 ms
106 - 75 - 224,0707 ms
107 - 71 - 223,2451 ms
108 - 93 - 232,2428 ms
109 - 60 - 214,8292 ms
110 - 82 - 233,8214 ms
111 - 52 - 237,7099 ms
112 - 61 - 213,641 ms
113 - 72 - 234,7666 ms
114 - 68 - 231,6338 ms
115 - 94 - 216,4578 ms
116 - 70 - 231,9592 ms
117 - 68 - 238,3761 ms
118 - 78 - 230,5099 ms
119 - 72 - 216,6374 ms
120 - 87 - 236,0851 ms
121 - 86 - 228,2008 ms
122 - 57 - 219,0732 ms
123 - 76 - 231,5883 ms
124 - 63 - 221,3902 ms
125 - 67 - 227,0737 ms
126 - 77 - 233,6948 ms
127 - 75 - 228,5241 ms
128 - 70 - 223,6589 ms
129 - 50 - 227,8756 ms
130 - 61 - 235,622 ms
131 - 58 - 228,6113 ms
132 - 67 - 223,8407 ms
133 - 63 - 233,2664 ms
134 - 58 - 215,5753 ms
135 - 59 - 233,3967 ms
136 - 81 - 230,2562 ms
137 - 72 - 231,0241 ms
138 - 59 - 227,317 ms
139 - 60 - 226,0541 ms
140 - 72 - 221,7922 ms
141 - 64 - 230,216 ms
142 - 49 - 222,7467 ms
143 - 66 - 233,5336 ms
144 - 63 - 225,1825 ms
145 - 58 - 217,1906 ms
146 - 49 - 231,7403 ms
147 - 61 - 235,5768 ms
148 - 72 - 216,8772 ms
149 - 65 - 232,2356 ms
150 - 44 - 232,0863 ms
151 - 55 - 227,4261 ms
152 - 64 - 228,6 ms
153 - 50 - 225,9717 ms
154 - 46 - 228,1057 ms
155 - 40 - 223,5223 ms
156 - 40 - 233,3404 ms
