AElement = 1310
	AnalyzeTime = 512875,1191 ms 
2 - 1625 - 25805,7212 ms
3 - 907 - 581,5504 ms
4 - 710 - 557,6172 ms
5 - 656 - 554,8286 ms
6 - 592 - 576,0503 ms
7 - 553 - 547,1904 ms
8 - 528 - 563,0987 ms
9 - 492 - 571,4312 ms
10 - 505 - 547,9332 ms
11 - 501 - 563,9463 ms
12 - 432 - 560,0957 ms
13 - 444 - 541,9714 ms
14 - 449 - 551,8977 ms
15 - 416 - 561,4936 ms
16 - 418 - 553,0459 ms
17 - 434 - 556,1015 ms
18 - 392 - 544,1973 ms
19 - 386 - 564,2047 ms
20 - 353 - 553,5538 ms
21 - 385 - 556,7318 ms
22 - 350 - 540,6594 ms
23 - 352 - 583,4906 ms
24 - 369 - 550,5048 ms
25 - 331 - 548,29 ms
26 - 328 - 565,0603 ms
27 - 338 - 553,6563 ms
28 - 304 - 554,1778 ms
29 - 339 - 559,9518 ms
30 - 313 - 548,8342 ms
31 - 315 - 552,5984 ms
32 - 303 - 565,6985 ms
33 - 315 - 549,5318 ms
34 - 316 - 550,8741 ms
35 - 287 - 564,1561 ms
36 - 301 - 554,9993 ms
37 - 287 - 544,9521 ms
38 - 278 - 562,6935 ms
39 - 268 - 555,5597 ms
40 - 285 - 548,6567 ms
41 - 286 - 548,365 ms
42 - 241 - 553,9466 ms
43 - 247 - 553,5096 ms
44 - 271 - 560,5734 ms
45 - 253 - 553,215 ms
46 - 244 - 560,9842 ms
47 - 256 - 538,6602 ms
48 - 269 - 565,9396 ms
49 - 244 - 557,4757 ms
50 - 272 - 557,9709 ms
51 - 228 - 547,8469 ms
52 - 243 - 558,9087 ms
53 - 259 - 542,5324 ms
54 - 240 - 565,0823 ms
55 - 227 - 568,7082 ms
56 - 211 - 554,0268 ms
57 - 220 - 543,9707 ms
58 - 210 - 551,0596 ms
59 - 206 - 568,1745 ms
60 - 213 - 546,7642 ms
61 - 209 - 549,6392 ms
62 - 219 - 564,3998 ms
63 - 205 - 552,8126 ms
64 - 214 - 549,9021 ms
65 - 211 - 559,2816 ms
66 - 256 - 539,64 ms
67 - 196 - 567,1508 ms
68 - 224 - 566,3102 ms
69 - 198 - 549,9376 ms
70 - 217 - 565,4608 ms
71 - 199 - 552,508 ms
72 - 211 - 557,2138 ms
73 - 198 - 555,9777 ms
74 - 191 - 554,389 ms
75 - 209 - 549,4681 ms
76 - 186 - 545,4516 ms
77 - 191 - 547,726 ms
78 - 181 - 566,9906 ms
79 - 200 - 552,3552 ms
80 - 195 - 549,8749 ms
81 - 201 - 565,6971 ms
82 - 157 - 553,1196 ms
83 - 186 - 547,6589 ms
84 - 173 - 549,2988 ms
85 - 186 - 556,766 ms
86 - 176 - 560,6739 ms
87 - 181 - 548,3494 ms
88 - 155 - 552,1059 ms
89 - 161 - 550,3744 ms
90 - 171 - 548,9536 ms
91 - 159 - 558,9942 ms
92 - 151 - 558,3958 ms
93 - 167 - 548,2026 ms
94 - 135 - 561,2939 ms
95 - 155 - 556,4388 ms
96 - 142 - 553,639 ms
97 - 141 - 543,5132 ms
98 - 172 - 560,9557 ms
99 - 146 - 555,7879 ms
100 - 162 - 549,2774 ms
101 - 154 - 566,9202 ms
102 - 158 - 554,9007 ms
103 - 154 - 545,0782 ms
104 - 122 - 549,8168 ms
105 - 137 - 566,4441 ms
106 - 118 - 565,1281 ms
107 - 139 - 552,4033 ms
108 - 160 - 547,2603 ms
109 - 155 - 577,857 ms
110 - 155 - 555,9305 ms
111 - 124 - 551,3723 ms
112 - 153 - 565,8365 ms
113 - 147 - 555,9538 ms
114 - 136 - 542,682 ms
115 - 146 - 549,9437 ms
116 - 122 - 554,2398 ms
117 - 133 - 545,2077 ms
118 - 155 - 550,4461 ms
119 - 146 - 568,2441 ms
120 - 117 - 549,3806 ms
121 - 157 - 559,038 ms
122 - 153 - 566,2265 ms
123 - 123 - 539,3628 ms
124 - 159 - 568,8615 ms
125 - 125 - 555,0562 ms
126 - 130 - 541,628 ms
127 - 116 - 565,9482 ms
128 - 144 - 568,6965 ms
129 - 116 - 549,654 ms
130 - 108 - 564,9298 ms
131 - 133 - 563,711 ms
132 - 148 - 553,4301 ms
133 - 116 - 551,0249 ms
134 - 121 - 562,6628 ms
135 - 104 - 551,9154 ms
136 - 125 - 549,1841 ms
137 - 135 - 564,0383 ms
138 - 102 - 555,6218 ms
139 - 105 - 555,1441 ms
140 - 118 - 541,4669 ms
141 - 104 - 566,5473 ms
142 - 120 - 549,9717 ms
143 - 99 - 552,8893 ms
144 - 81 - 556,9621 ms
145 - 114 - 540,6254 ms
146 - 107 - 566,4556 ms
147 - 109 - 549,5277 ms
148 - 98 - 554,6307 ms
149 - 114 - 547,5267 ms
150 - 91 - 562,9894 ms
151 - 105 - 550,8419 ms
152 - 105 - 548,5124 ms
153 - 102 - 565,304 ms
154 - 119 - 553,2212 ms
155 - 94 - 559,6165 ms
156 - 119 - 537,737 ms
157 - 113 - 552,8238 ms
158 - 109 - 565,0492 ms
159 - 109 - 550,1256 ms
160 - 103 - 549,4492 ms
161 - 121 - 567,2257 ms
162 - 90 - 562,3298 ms
163 - 117 - 552,6397 ms
164 - 115 - 554,8259 ms
165 - 100 - 554,9663 ms
166 - 115 - 555,3828 ms
167 - 116 - 555,637 ms
168 - 109 - 554,4165 ms
169 - 95 - 556,3239 ms
170 - 104 - 552,1445 ms
171 - 75 - 547,418 ms
172 - 103 - 554,0188 ms
173 - 93 - 573,1312 ms
174 - 88 - 555,6993 ms
175 - 92 - 549,7821 ms
176 - 68 - 551,8667 ms
177 - 98 - 564,3036 ms
178 - 80 - 549,1629 ms
179 - 100 - 535,8781 ms
180 - 120 - 549,6528 ms
181 - 79 - 549,4511 ms
182 - 80 - 552,4684 ms
183 - 86 - 552,2234 ms
184 - 120 - 545,927 ms
185 - 92 - 557,9993 ms
186 - 66 - 555,3473 ms
187 - 81 - 551,8883 ms
188 - 85 - 559,7047 ms
189 - 106 - 554,109 ms
190 - 99 - 550,0242 ms
191 - 73 - 554,8809 ms
192 - 81 - 554,7373 ms
193 - 75 - 539,8783 ms
194 - 77 - 564,231 ms
195 - 78 - 557,4577 ms
196 - 91 - 551,5967 ms
197 - 70 - 542,9817 ms
198 - 70 - 562,945 ms
199 - 79 - 553,5804 ms
200 - 89 - 549,7631 ms
201 - 64 - 553,0572 ms
202 - 82 - 544,9362 ms
203 - 68 - 549,8496 ms
204 - 65 - 561,26 ms
205 - 59 - 550,8925 ms
206 - 92 - 551,5152 ms
207 - 89 - 563,2375 ms
208 - 69 - 551,9482 ms
209 - 78 - 536,2478 ms
210 - 114 - 556,5465 ms
211 - 92 - 543,7179 ms
212 - 80 - 547,3363 ms
213 - 92 - 570,0181 ms
214 - 97 - 546,2427 ms
215 - 74 - 553,8958 ms
216 - 83 - 564,7529 ms
217 - 57 - 548,4874 ms
218 - 87 - 560,9979 ms
219 - 99 - 556,5365 ms
220 - 72 - 533,5098 ms
221 - 62 - 550,6354 ms
222 - 79 - 558,8726 ms
223 - 68 - 556,757 ms
224 - 81 - 549,4757 ms
225 - 90 - 568,0016 ms
226 - 54 - 549,7859 ms
227 - 62 - 550,5927 ms
228 - 55 - 566,5201 ms
229 - 63 - 550,1405 ms
230 - 63 - 563,7995 ms
231 - 51 - 562,1781 ms
232 - 62 - 552,4202 ms
233 - 61 - 551,1095 ms
234 - 65 - 552,8747 ms
235 - 108 - 550,4163 ms
236 - 81 - 566,3379 ms
237 - 92 - 547,0458 ms
238 - 88 - 565,582 ms
239 - 78 - 554,0256 ms
240 - 72 - 547,2942 ms
241 - 80 - 551,075 ms
242 - 52 - 547,1648 ms
243 - 79 - 571,2599 ms
244 - 62 - 549,6607 ms
245 - 52 - 545,8841 ms
246 - 58 - 570,9003 ms
247 - 86 - 547,185 ms
248 - 51 - 567,2304 ms
249 - 74 - 549,1006 ms
250 - 64 - 567,1343 ms
251 - 74 - 556,5862 ms
252 - 40 - 568,701 ms
253 - 63 - 553,154 ms
254 - 65 - 554,6699 ms
255 - 52 - 549,5006 ms
256 - 49 - 559,2229 ms
257 - 50 - 541,7656 ms
