	935	378,20	 0,0130	0,2637	0,8120	0,1200
	977	550,04	 0,0020	0,3640	0,8920	0,1156
	985	612,21	 0,0040	0,3640	0,8870	0,1145
	990	638,19	 0,0010	0,3587	0,8860	0,1147
	992	660,49	 0,0010	0,3537	0,8800	0,1141
	992	674,53	 0,0010	0,3488	0,8800	0,1139
	993	683,90	 0,0010	0,3447	0,8820	0,1138
	993	691,21	 0,0010	0,3426	0,8790	0,1137
	994	697,12	 0,0010	0,3406	0,8740	0,1135
	994	703,64	 0,0010	0,3390	0,8740	0,1134
	995	707,85	 0,0010	0,3382	0,8740	0,1134
	996	711,62	 0,0010	0,3373	0,8740	0,1134
	996	714,50	 0,0010	0,3362	0,8710	0,1133
	996	716,34	 0,0010	0,3355	0,8700	0,1133
	996	718,42	 0,0010	0,3352	0,8710	0,1133
	996	720,01	 0,0010	0,3345	0,8740	0,1133
	996	722,01	 0,0010	0,3343	0,8740	0,1133
	996	723,32	 0,0010	0,3341	0,8740	0,1132
	996	724,46	 0,0010	0,3336	0,8750	0,1131
	996	724,92	 0,0010	0,3333	0,8740	0,1131
	996	725,28	 0,0010	0,3330	0,8730	0,1131
	996	725,89	 0,0010	0,3327	0,8720	0,1131
	996	727,08	 0,0010	0,3326	0,8740	0,1131
	996	727,89	 0,0010	0,3324	0,8730	0,1131
	996	728,61	 0,0010	0,3322	0,8730	0,1130
	996	729,01	 0,0010	0,3319	0,8730	0,1130
	996	729,36	 0,0010	0,3317	0,8730	0,1130
	996	730,11	 0,0010	0,3313	0,8730	0,1130
	996	730,48	 0,0010	0,3312	0,8720	0,1130
	996	730,68	 0,0010	0,3310	0,8720	0,1130
	996	730,91	 0,0010	0,3309	0,8730	0,1130
	996	731,20	 0,0010	0,3306	0,8710	0,1130
	996	731,33	 0,0010	0,3306	0,8710	0,1130
	996	731,50	 0,0010	0,3305	0,8710	0,1130
	996	731,65	 0,0010	0,3303	0,8710	0,1130
	996	731,75	 0,0010	0,3303	0,8710	0,1130
	996	731,81	 0,0010	0,3302	0,8710	0,1130
	996	731,84	 0,0010	0,3302	0,8710	0,1130
	996	732,01	 0,0010	0,3301	0,8710	0,1130
	996	732,15	 0,0010	0,3300	0,8710	0,1130
	996	732,24	 0,0010	0,3299	0,8710	0,1130
	996	732,29	 0,0010	0,3299	0,8710	0,1130
	996	732,31	 0,0010	0,3298	0,8710	0,1130
	996	732,37	 0,0010	0,3298	0,8710	0,1130
	996	732,44	 0,0010	0,3298	0,8710	0,1130
	996	732,46	 0,0010	0,3297	0,8710	0,1130
	996	732,66	 0,0010	0,3297	0,8720	0,1130
	996	732,68	 0,0010	0,3297	0,8720	0,1130
	996	732,74	 0,0010	0,3296	0,8720	0,1130
	996	732,75	 0,0010	0,3296	0,8720	0,1130
	996	732,79	 0,0010	0,3296	0,8720	0,1130
	996	732,82	 0,0010	0,3296	0,8720	0,1130
