	960	141,07	 0,0080	0,2032	0,8210	0,1178
	985	266,44	 0,0040	0,3317	0,8940	0,1149
	991	304,27	 0,0050	0,3529	0,8860	0,1138
	995	324,77	 0,0060	0,3635	0,8880	0,1133
	995	335,68	 0,0050	0,3683	0,8860	0,1130
	997	344,24	 0,0040	0,3697	0,8750	0,1129
	997	351,82	 0,0050	0,3707	0,8790	0,1127
	997	356,46	 0,0050	0,3714	0,8810	0,1126
	997	360,76	 0,0050	0,3729	0,8800	0,1125
	997	363,41	 0,0050	0,3737	0,8820	0,1125
	997	366,07	 0,0050	0,3752	0,8800	0,1124
	997	368,04	 0,0050	0,3766	0,8810	0,1124
	997	369,59	 0,0050	0,3772	0,8820	0,1124
	997	370,63	 0,0050	0,3776	0,8820	0,1124
	997	371,65	 0,0050	0,3780	0,8830	0,1124
	997	372,42	 0,0050	0,3784	0,8810	0,1124
	997	373,84	 0,0050	0,3782	0,8790	0,1124
	997	375,32	 0,0050	0,3785	0,8790	0,1124
	997	376,36	 0,0050	0,3792	0,8780	0,1123
	997	377,04	 0,0050	0,3797	0,8770	0,1123
	997	377,61	 0,0060	0,3795	0,8790	0,1123
	997	378,04	 0,0060	0,3795	0,8780	0,1123
	997	378,80	 0,0060	0,3801	0,8790	0,1123
	997	379,52	 0,0060	0,3802	0,8790	0,1123
	997	379,82	 0,0060	0,3804	0,8790	0,1123
	997	380,01	 0,0060	0,3804	0,8790	0,1123
	997	380,39	 0,0060	0,3806	0,8820	0,1123
	997	380,84	 0,0060	0,3806	0,8830	0,1123
	997	381,42	 0,0060	0,3807	0,8810	0,1123
	997	381,78	 0,0060	0,3806	0,8810	0,1123
	997	382,02	 0,0060	0,3808	0,8820	0,1123
	997	382,13	 0,0060	0,3808	0,8830	0,1123
	997	382,43	 0,0060	0,3808	0,8810	0,1122
	997	382,51	 0,0060	0,3809	0,8810	0,1122
	997	382,56	 0,0060	0,3809	0,8810	0,1122
	997	382,67	 0,0060	0,3809	0,8810	0,1122
	997	382,72	 0,0060	0,3809	0,8810	0,1122
	997	382,75	 0,0060	0,3809	0,8810	0,1122
	997	382,80	 0,0060	0,3811	0,8810	0,1122
	997	382,78	 0,0060	0,3811	0,8810	0,1122
	997	382,81	 0,0060	0,3811	0,8810	0,1122
	997	382,87	 0,0060	0,3811	0,8810	0,1122
	997	383,00	 0,0060	0,3812	0,8820	0,1122
	997	383,11	 0,0060	0,3811	0,8820	0,1122
	997	383,27	 0,0060	0,3813	0,8830	0,1122
	997	383,32	 0,0060	0,3814	0,8850	0,1122
	997	383,39	 0,0050	0,3814	0,8840	0,1122
	997	383,54	 0,0060	0,3814	0,8840	0,1122
	997	383,57	 0,0060	0,3814	0,8830	0,1122
	997	383,59	 0,0050	0,3815	0,8830	0,1122
	997	383,66	 0,0050	0,3817	0,8830	0,1122
	997	383,67	 0,0050	0,3817	0,8830	0,1122
	997	383,69	 0,0050	0,3817	0,8830	0,1122
	997	383,66	 0,0050	0,3818	0,8830	0,1122
	997	383,68	 0,0060	0,3818	0,8830	0,1122
	997	383,66	 0,0060	0,3818	0,8830	0,1122
	997	383,69	 0,0050	0,3818	0,8830	0,1122
	997	383,67	 0,0060	0,3818	0,8830	0,1122
	997	383,67	 0,0050	0,3818	0,8830	0,1122
	997	383,66	 0,0050	0,3818	0,8830	0,1122
	997	383,66	 0,0060	0,3818	0,8830	0,1122
	997	383,70	 0,0050	0,3817	0,8830	0,1122
	997	383,75	 0,0060	0,3818	0,8830	0,1122
	997	383,73	 0,0060	0,3818	0,8830	0,1122
	997	383,74	 0,0060	0,3818	0,8830	0,1122
	997	383,72	 0,0060	0,3818	0,8830	0,1122
	997	383,72	 0,0060	0,3818	0,8830	0,1122
	997	383,72	 0,0060	0,3818	0,8830	0,1122
	997	383,74	 0,0060	0,3818	0,8830	0,1122
	997	383,72	 0,0060	0,3818	0,8830	0,1122
	997	383,72	 0,0060	0,3818	0,8830	0,1122
	997	383,72	 0,0060	0,3818	0,8830	0,1122
