0 - 3005 - 79759,6259 ms
1 - 1737 - 936,3554 ms
2 - 1380 - 929,2198 ms
3 - 1214 - 930,3722 ms
4 - 1101 - 926,4774 ms
5 - 1011 - 932,1154 ms
6 - 941 - 928,8991 ms
7 - 905 - 933,2207 ms
8 - 859 - 933,2611 ms
9 - 772 - 933,3138 ms
10 - 789 - 930,1829 ms
11 - 758 - 933,2893 ms
12 - 718 - 926,7522 ms
13 - 693 - 924,3064 ms
14 - 634 - 934,4616 ms
15 - 633 - 926,0673 ms
16 - 653 - 942,5048 ms
17 - 626 - 925,953 ms
18 - 603 - 922,0616 ms
19 - 591 - 939,9679 ms
20 - 557 - 934,5995 ms
21 - 544 - 925,9305 ms
22 - 519 - 914,5366 ms
23 - 519 - 932,8153 ms
24 - 516 - 933,9517 ms
25 - 510 - 915,1725 ms
26 - 452 - 946,9859 ms
27 - 493 - 919,4626 ms
28 - 456 - 933,0517 ms
29 - 480 - 926,4522 ms
30 - 447 - 921,7268 ms
31 - 463 - 927,8667 ms
32 - 449 - 922,9282 ms
33 - 454 - 937,1078 ms
34 - 415 - 911,9824 ms
35 - 456 - 932,1858 ms
36 - 396 - 918,9064 ms
37 - 380 - 949,1984 ms
38 - 405 - 927,3109 ms
39 - 422 - 929,3866 ms
40 - 385 - 908,0919 ms
41 - 454 - 937,365 ms
42 - 391 - 930,2343 ms
43 - 381 - 931,2328 ms
44 - 369 - 935,5988 ms
45 - 372 - 928,9182 ms
46 - 379 - 933,2192 ms
47 - 344 - 917,7011 ms
48 - 356 - 918,7503 ms
49 - 364 - 933,3584 ms
50 - 351 - 932,0004 ms
51 - 319 - 925,3578 ms
52 - 332 - 931,0829 ms
53 - 320 - 929,6831 ms
54 - 334 - 915,5595 ms
55 - 356 - 933,3391 ms
56 - 301 - 946,609 ms
57 - 304 - 930,4106 ms
58 - 315 - 933,2617 ms
59 - 323 - 937,8289 ms
60 - 305 - 936,2509 ms
61 - 284 - 926,2987 ms
62 - 307 - 937,0502 ms
63 - 287 - 914,7723 ms
64 - 280 - 934,6501 ms
65 - 266 - 931,1543 ms
66 - 303 - 917,8307 ms
67 - 269 - 933,2075 ms
68 - 244 - 926,0002 ms
69 - 261 - 928,8251 ms
70 - 240 - 926,6434 ms
71 - 276 - 939,6117 ms
72 - 234 - 927,6023 ms
73 - 266 - 914,9598 ms
74 - 258 - 933,0431 ms
75 - 255 - 919,2132 ms
76 - 254 - 933,0279 ms
77 - 250 - 930,0732 ms
78 - 265 - 935,3904 ms
79 - 263 - 917,5558 ms
80 - 242 - 932,8674 ms
81 - 242 - 928,6198 ms
82 - 233 - 918,9027 ms
83 - 243 - 919,8942 ms
84 - 216 - 930,1323 ms
85 - 227 - 934,4723 ms
86 - 220 - 932,9755 ms
87 - 238 - 917,5483 ms
88 - 250 - 942,896 ms
89 - 220 - 920,6979 ms
90 - 204 - 935,2398 ms
91 - 219 - 917,6648 ms
92 - 224 - 945,677 ms
93 - 203 - 927,9722 ms
94 - 193 - 924,59 ms
95 - 236 - 920,0288 ms
96 - 189 - 929,22 ms
97 - 199 - 935,2754 ms
98 - 193 - 932,1319 ms
99 - 226 - 917,8013 ms
100 - 203 - 949,8962 ms
101 - 198 - 927,2671 ms
102 - 166 - 924,4104 ms
103 - 181 - 912,8526 ms
104 - 202 - 940,4854 ms
105 - 184 - 925,2245 ms
106 - 189 - 919,4773 ms
107 - 179 - 933,1715 ms
108 - 182 - 932,9261 ms
109 - 153 - 926,5187 ms
110 - 191 - 921,556 ms
111 - 185 - 943,9938 ms
112 - 183 - 926,4879 ms
113 - 221 - 935,4052 ms
114 - 213 - 933,5364 ms
115 - 176 - 942,5812 ms
116 - 169 - 925,6966 ms
117 - 183 - 925,6989 ms
118 - 175 - 928,3518 ms
119 - 141 - 924,2516 ms
120 - 162 - 923,616 ms
121 - 174 - 928,2931 ms
122 - 188 - 926,6408 ms
123 - 165 - 930,2888 ms
124 - 175 - 913,5563 ms
125 - 185 - 934,9354 ms
126 - 183 - 946,696 ms
127 - 182 - 928,7867 ms
128 - 160 - 939,2698 ms
129 - 164 - 936,3152 ms
130 - 159 - 930,5392 ms
131 - 141 - 944,4508 ms
132 - 147 - 919,2889 ms
133 - 137 - 934,3508 ms
134 - 182 - 915,536 ms
135 - 165 - 934,3851 ms
136 - 156 - 927,0433 ms
137 - 168 - 929,7549 ms
138 - 162 - 927,0909 ms
139 - 143 - 915,3311 ms
140 - 159 - 934,2516 ms
141 - 168 - 932,3293 ms
142 - 169 - 925,6217 ms
143 - 143 - 927,3153 ms
144 - 148 - 928,6253 ms
145 - 147 - 935,6089 ms
146 - 134 - 914,5049 ms
147 - 131 - 935,1865 ms
148 - 148 - 918,3055 ms
149 - 125 - 930,2879 ms
150 - 136 - 917,0361 ms
151 - 168 - 931,1405 ms
152 - 129 - 920,1087 ms
153 - 111 - 934,4098 ms
154 - 146 - 925,6681 ms
155 - 121 - 919,1161 ms
156 - 112 - 918,2872 ms
157 - 138 - 928,9702 ms
158 - 125 - 938,5114 ms
159 - 130 - 912,8625 ms
160 - 134 - 934,3014 ms
161 - 137 - 934,4215 ms
162 - 133 - 917,6179 ms
163 - 114 - 936,6329 ms
164 - 115 - 929,0343 ms
165 - 114 - 919,3874 ms
166 - 107 - 913,6967 ms
167 - 112 - 932,8096 ms
168 - 95 - 937,6207 ms
169 - 122 - 911,5461 ms
170 - 149 - 942,0261 ms
171 - 146 - 922,695 ms
172 - 102 - 933,5607 ms
173 - 111 - 932,1981 ms
174 - 112 - 933,149 ms
175 - 117 - 932,9386 ms
176 - 110 - 934,8176 ms
177 - 112 - 932,1653 ms
178 - 132 - 934,1877 ms
179 - 104 - 933,452 ms
180 - 121 - 937,7658 ms
181 - 96 - 930,2694 ms
182 - 99 - 911,6527 ms
183 - 126 - 934,3373 ms
184 - 89 - 935,362 ms
185 - 87 - 916,3635 ms
186 - 110 - 932,915 ms
187 - 131 - 916,6096 ms
188 - 133 - 932,8272 ms
189 - 103 - 928,1682 ms
190 - 98 - 919,9548 ms
191 - 94 - 921,6525 ms
192 - 109 - 927,1401 ms
193 - 92 - 917,5929 ms
194 - 101 - 933,8618 ms
195 - 83 - 935,1369 ms
196 - 87 - 917,348 ms
197 - 100 - 929,111 ms
198 - 89 - 934,3946 ms
199 - 52 - 934,1476 ms
200 - 75 - 928,2172 ms
201 - 107 - 932,1469 ms
202 - 89 - 926,9344 ms
203 - 93 - 915,5685 ms
204 - 99 - 946,7818 ms
205 - 100 - 915,278 ms
206 - 78 - 934,3182 ms
207 - 101 - 933,7617 ms
208 - 89 - 922,7255 ms
209 - 69 - 924,8896 ms
210 - 93 - 925,0237 ms
211 - 89 - 924,8821 ms
212 - 81 - 916,3756 ms
