0 - 512 	loss=8,079782903194427
1 - 506 	loss=8,036803722381592
2 - 510 	loss=8,018109411001205
3 - 519 	loss=8,011177003383636
4 - 512 	loss=8,008395433425903
5 - 512 	loss=8,006669953465462
6 - 512 	loss=8,005133733153343
7 - 509 	loss=8,003634735941887
8 - 509 	loss=8,002191752195358
9 - 506 	loss=8,000798672437668
10 - 501 	loss=7,999427512288094
11 - 502 	loss=7,998065456748009
12 - 501 	loss=7,996712371706963
13 - 503 	loss=7,995397433638573
14 - 496 	loss=7,994123846292496
15 - 500 	loss=7,992839500308037
16 - 496 	loss=7,991528406739235
17 - 491 	loss=7,9902147352695465
18 - 494 	loss=7,988889709115028
19 - 490 	loss=7,9875370264053345
20 - 490 	loss=7,986135423183441
21 - 491 	loss=7,984706059098244
22 - 490 	loss=7,983200207352638
23 - 483 	loss=7,981652811169624
24 - 477 	loss=7,980043888092041
25 - 477 	loss=7,978389114141464
26 - 479 	loss=7,976641550660133
27 - 469 	loss=7,974816545844078
28 - 464 	loss=7,9729214161634445
29 - 468 	loss=7,9709432721138
30 - 464 	loss=7,9688567370176315
31 - 461 	loss=7,966660380363464
32 - 455 	loss=7,964349552989006
33 - 447 	loss=7,961901500821114
34 - 447 	loss=7,959423527121544
35 - 445 	loss=7,9568570256233215
36 - 445 	loss=7,9542076587677
37 - 447 	loss=7,951477736234665
38 - 445 	loss=7,948631197214127
39 - 438 	loss=7,945743173360825
40 - 435 	loss=7,94264954328537
41 - 438 	loss=7,939404457807541
42 - 435 	loss=7,936127245426178
43 - 426 	loss=7,932598352432251
44 - 424 	loss=7,929093360900879
45 - 419 	loss=7,925385802984238
46 - 414 	loss=7,921582132577896
47 - 410 	loss=7,917665466666222
48 - 409 	loss=7,913758367300034
49 - 405 	loss=7,9097082912921906
50 - 404 	loss=7,9057010263204575
51 - 403 	loss=7,901329964399338
52 - 401 	loss=7,896881088614464
53 - 392 	loss=7,892783910036087
54 - 391 	loss=7,8882801085710526
55 - 392 	loss=7,883117660880089
56 - 388 	loss=7,878220051527023
57 - 386 	loss=7,872888132929802
58 - 381 	loss=7,868095204234123
59 - 375 	loss=7,862898409366608
60 - 372 	loss=7,857769683003426
61 - 371 	loss=7,852984309196472
62 - 367 	loss=7,84775997698307
63 - 362 	loss=7,842123940587044
64 - 362 	loss=7,836379021406174
65 - 363 	loss=7,830787554383278
66 - 359 	loss=7,825243979692459
67 - 355 	loss=7,819629460573196
68 - 352 	loss=7,813486635684967
69 - 352 	loss=7,807763502001762
70 - 350 	loss=7,801771983504295
71 - 346 	loss=7,795417815446854
72 - 343 	loss=7,789106979966164
73 - 341 	loss=7,78275765478611
74 - 342 	loss=7,7764686942100525
75 - 342 	loss=7,7702749371528625
76 - 341 	loss=7,763440117239952
77 - 337 	loss=7,756548583507538
78 - 338 	loss=7,750047370791435
79 - 334 	loss=7,743227586150169
80 - 335 	loss=7,736682891845703
81 - 331 	loss=7,729981973767281
82 - 331 	loss=7,723439693450928
83 - 328 	loss=7,7164363116025925
84 - 327 	loss=7,7092189490795135
85 - 324 	loss=7,702191933989525
86 - 323 	loss=7,695343226194382
87 - 322 	loss=7,688450112938881
88 - 322 	loss=7,681327328085899
89 - 318 	loss=7,674587979912758
90 - 315 	loss=7,667342588305473
91 - 318 	loss=7,660491317510605
92 - 312 	loss=7,653651550412178
93 - 313 	loss=7,646410569548607
94 - 308 	loss=7,638992190361023
95 - 306 	loss=7,6322446167469025
96 - 307 	loss=7,625566855072975
97 - 307 	loss=7,618457123637199
98 - 305 	loss=7,610923960804939
99 - 304 	loss=7,604100152850151
100 - 304 	loss=7,597074702382088
101 - 302 	loss=7,589656487107277
102 - 301 	loss=7,582546636462212
103 - 296 	loss=7,575380757451057
104 - 294 	loss=7,568745777010918
105 - 295 	loss=7,561339810490608
106 - 290 	loss=7,554254487156868
107 - 292 	loss=7,547880545258522
108 - 294 	loss=7,540511295199394
109 - 290 	loss=7,532747268676758
110 - 291 	loss=7,525613471865654
111 - 288 	loss=7,5183906853199005
112 - 288 	loss=7,510786712169647
113 - 288 	loss=7,5040770173072815
114 - 289 	loss=7,497260972857475
115 - 286 	loss=7,489931091666222
116 - 287 	loss=7,482351437211037
117 - 286 	loss=7,475517570972443
118 - 285 	loss=7,468708589673042
119 - 284 	loss=7,462118625640869
120 - 282 	loss=7,454901933670044
121 - 282 	loss=7,447666421532631
122 - 281 	loss=7,440746933221817
123 - 280 	loss=7,433796688914299
124 - 280 	loss=7,427451804280281
125 - 277 	loss=7,4196102768182755
126 - 277 	loss=7,413153663277626
127 - 275 	loss=7,40622054040432
128 - 272 	loss=7,39934378862381
129 - 274 	loss=7,392884597182274
130 - 272 	loss=7,386047035455704
131 - 272 	loss=7,378990709781647
132 - 269 	loss=7,372949734330177
133 - 271 	loss=7,366340950131416
134 - 271 	loss=7,359325557947159
135 - 267 	loss=7,351741835474968
136 - 268 	loss=7,345376536250114
137 - 267 	loss=7,338526263833046
138 - 267 	loss=7,332391694188118
139 - 266 	loss=7,325315922498703
140 - 266 	loss=7,3191811591386795
141 - 262 	loss=7,311651423573494
142 - 260 	loss=7,303982377052307
143 - 258 	loss=7,2970104068517685
144 - 257 	loss=7,289754763245583
145 - 259 	loss=7,282989665865898
146 - 258 	loss=7,276551306247711
147 - 258 	loss=7,269660949707031
148 - 257 	loss=7,262538850307465
149 - 255 	loss=7,255709379911423
150 - 256 	loss=7,248668119311333
151 - 255 	loss=7,241598442196846
152 - 256 	loss=7,235618576407433
153 - 255 	loss=7,2294361144304276
154 - 255 	loss=7,222522348165512
155 - 255 	loss=7,21574692428112
156 - 253 	loss=7,2078807502985
157 - 253 	loss=7,20088803768158
158 - 251 	loss=7,194183602929115
159 - 251 	loss=7,187767922878265
160 - 252 	loss=7,181941106915474
161 - 252 	loss=7,175443023443222
162 - 249 	loss=7,168239533901215
163 - 247 	loss=7,16206006705761
164 - 248 	loss=7,154193133115768
165 - 249 	loss=7,147912010550499
166 - 250 	loss=7,140971556305885
167 - 248 	loss=7,1338474452495575
168 - 247 	loss=7,128307551145554
169 - 247 	loss=7,120866015553474
170 - 248 	loss=7,113263159990311
171 - 248 	loss=7,106768414378166
172 - 246 	loss=7,099915727972984
173 - 245 	loss=7,0928807109594345
174 - 244 	loss=7,086537793278694
175 - 244 	loss=7,079160198569298
176 - 243 	loss=7,0721632689237595
177 - 243 	loss=7,066608712077141
178 - 242 	loss=7,059560090303421
179 - 241 	loss=7,052042365074158
180 - 241 	loss=7,04584576189518
181 - 238 	loss=7,039747640490532
182 - 242 	loss=7,0329940766096115
183 - 239 	loss=7,026975616812706
184 - 240 	loss=7,019841507077217
185 - 239 	loss=7,01340526342392
186 - 239 	loss=7,005766317248344
187 - 238 	loss=7,000357016921043
188 - 237 	loss=6,993477985262871
189 - 239 	loss=6,987998113036156
190 - 239 	loss=6,981375634670258
191 - 236 	loss=6,974858909845352
192 - 237 	loss=6,968208089470863
193 - 237 	loss=6,9615539610385895
194 - 237 	loss=6,954856768250465
195 - 236 	loss=6,948147043585777
196 - 234 	loss=6,941930457949638
197 - 235 	loss=6,935396417975426
198 - 234 	loss=6,929570972919464
199 - 234 	loss=6,921978980302811
200 - 235 	loss=6,915767312049866
201 - 234 	loss=6,909439101815224
202 - 233 	loss=6,903618976473808
203 - 232 	loss=6,897198021411896
204 - 230 	loss=6,890944257378578
205 - 229 	loss=6,883690804243088
206 - 231 	loss=6,877639353275299
207 - 231 	loss=6,871243417263031
208 - 232 	loss=6,866200834512711
209 - 229 	loss=6,859572544693947
210 - 229 	loss=6,85310360789299
211 - 231 	loss=6,847028031945229
212 - 230 	loss=6,841228142380714
213 - 229 	loss=6,83430851995945
214 - 229 	loss=6,828380450606346
215 - 227 	loss=6,822251111268997
216 - 227 	loss=6,816609188914299
217 - 229 	loss=6,809905037283897
218 - 224 	loss=6,803413510322571
219 - 224 	loss=6,796940132975578
220 - 224 	loss=6,791115909814835
221 - 223 	loss=6,784904852509499
222 - 223 	loss=6,779057756066322
223 - 223 	loss=6,772940769791603
224 - 222 	loss=6,766452729701996
225 - 223 	loss=6,760216593742371
226 - 220 	loss=6,754467308521271
227 - 219 	loss=6,747723147273064
228 - 218 	loss=6,742465645074844
229 - 218 	loss=6,735980108380318
230 - 219 	loss=6,729242742061615
231 - 217 	loss=6,723245739936829
232 - 217 	loss=6,71812379360199
233 - 215 	loss=6,711910963058472
234 - 217 	loss=6,705074191093445
235 - 215 	loss=6,699266105890274
236 - 214 	loss=6,693797126412392
237 - 214 	loss=6,688131853938103
238 - 215 	loss=6,681625798344612
239 - 214 	loss=6,675309136509895
240 - 213 	loss=6,668488964438438
241 - 215 	loss=6,662303254008293
242 - 212 	loss=6,657090932130814
243 - 213 	loss=6,650790452957153
244 - 214 	loss=6,644583076238632
245 - 213 	loss=6,637658953666687
246 - 212 	loss=6,631133034825325
247 - 211 	loss=6,624973103404045
248 - 212 	loss=6,619705393910408
249 - 212 	loss=6,613292530179024
250 - 210 	loss=6,606554239988327
251 - 214 	loss=6,599815130233765
252 - 211 	loss=6,593338295817375
253 - 212 	loss=6,585928052663803
254 - 212 	loss=6,5794902592897415
255 - 212 	loss=6,571945413947105
256 - 212 	loss=6,565068855881691
257 - 211 	loss=6,558063566684723
258 - 210 	loss=6,553194925189018
259 - 212 	loss=6,5454393327236176
260 - 210 	loss=6,538578122854233
261 - 210 	loss=6,532391339540482
262 - 209 	loss=6,525625750422478
263 - 210 	loss=6,51839479804039
264 - 209 	loss=6,5113543421030045
265 - 207 	loss=6,505698323249817
266 - 207 	loss=6,498982846736908
267 - 207 	loss=6,492351219058037
268 - 206 	loss=6,485459089279175
269 - 206 	loss=6,478214964270592
270 - 206 	loss=6,471867308020592
271 - 206 	loss=6,465289086103439
272 - 205 	loss=6,458839997649193
273 - 205 	loss=6,452717632055283
274 - 204 	loss=6,445024251937866
275 - 204 	loss=6,4381831884384155
276 - 204 	loss=6,432804584503174
277 - 203 	loss=6,426160559058189
278 - 204 	loss=6,419413194060326
279 - 204 	loss=6,4126521199941635
280 - 203 	loss=6,405581444501877
281 - 204 	loss=6,398456856608391
282 - 204 	loss=6,392156854271889
283 - 204 	loss=6,3861145824193954
284 - 204 	loss=6,37925711274147
285 - 204 	loss=6,372342377901077
286 - 202 	loss=6,364952430129051
287 - 201 	loss=6,358049422502518
288 - 200 	loss=6,351270779967308
289 - 200 	loss=6,344087660312653
290 - 200 	loss=6,338030457496643
291 - 200 	loss=6,331761807203293
292 - 199 	loss=6,324327081441879
293 - 200 	loss=6,316336840391159
294 - 198 	loss=6,309638679027557
295 - 199 	loss=6,302990660071373
296 - 198 	loss=6,297127187252045
297 - 198 	loss=6,289938971400261
298 - 198 	loss=6,282174080610275
299 - 195 	loss=6,274117946624756
300 - 196 	loss=6,265929579734802
301 - 196 	loss=6,26018962264061
302 - 195 	loss=6,253322511911392
303 - 195 	loss=6,246114447712898
304 - 195 	loss=6,238248065114021
305 - 196 	loss=6,230930536985397
306 - 194 	loss=6,223746418952942
307 - 193 	loss=6,2169744819402695
308 - 194 	loss=6,209851533174515
309 - 193 	loss=6,20244126021862
310 - 192 	loss=6,1950511038303375
311 - 193 	loss=6,188430041074753
312 - 190 	loss=6,180532917380333
313 - 190 	loss=6,173187643289566
314 - 190 	loss=6,166368290781975
315 - 188 	loss=6,1583579033613205
316 - 186 	loss=6,150887876749039
317 - 186 	loss=6,143268436193466
318 - 186 	loss=6,137105345726013
319 - 186 	loss=6,129190236330032
320 - 184 	loss=6,122508034110069
321 - 185 	loss=6,116211801767349
322 - 186 	loss=6,108501508831978
323 - 185 	loss=6,100655525922775
324 - 184 	loss=6,0935578644275665
325 - 184 	loss=6,0870345532894135
