0 - 104041 	loss=2009,2977263182402
1 - 72490 	loss=1864,9336637556553
2 - 59604 	loss=1713,2916435301304
3 - 53463 	loss=1595,90555973351
4 - 49489 	loss=1492,4518027305603
5 - 46399 	loss=1406,088303759694
6 - 43666 	loss=1328,9502225890756
7 - 41287 	loss=1261,6522838324308
8 - 39039 	loss=1201,1100194603205
9 - 37012 	loss=1144,2559605762362
10 - 34278 	loss=1085,8327654227614
11 - 32185 	loss=1033,6564233079553
12 - 29862 	loss=979,3698517531157
13 - 27937 	loss=930,6010609157383
14 - 25899 	loss=884,6788156591356
15 - 23827 	loss=836,6249446868896
16 - 21931 	loss=789,2607623003423
17 - 19947 	loss=743,8502195775509
18 - 18518 	loss=699,7570279315114
19 - 16896 	loss=657,7176215592772
20 - 15305 	loss=615,124473894015
21 - 13960 	loss=577,6954305171967
22 - 12983 	loss=545,6527291778475
23 - 11882 	loss=511,6798318102956
24 - 10780 	loss=479,52170311193913
25 - 9830 	loss=449,829661895521
26 - 8889 	loss=421,6133054988459
27 - 8217 	loss=396,6268434273079
28 - 7243 	loss=367,2083276119083
29 - 6396 	loss=339,21974019147456
30 - 5790 	loss=317,34801370603964
31 - 5255 	loss=296,50784657895565
32 - 4621 	loss=274,48849625419825
33 - 4118 	loss=255,0924344691448
34 - 3661 	loss=236,7624776342418
35 - 3293 	loss=220,6082274368964
36 - 2947 	loss=205,62888981914148
37 - 2618 	loss=189,8002277163323
38 - 2446 	loss=179,05816677515395
39 - 2189 	loss=165,69496982649434
40 - 1951 	loss=154,0306605269434
41 - 1759 	loss=143,58475060900673
42 - 1627 	loss=136,16098369902465
43 - 1472 	loss=127,28521197650116
44 - 1325 	loss=119,80827640695497
45 - 1203 	loss=112,7436698890524
46 - 1081 	loss=105,96089506329736
47 - 978 	loss=99,35246133623878
48 - 894 	loss=92,69720909971511
49 - 814 	loss=86,63452620786848
50 - 723 	loss=81,13005964440526
51 - 654 	loss=75,99128952430328
52 - 593 	loss=71,16334776382428
53 - 527 	loss=66,70056733200909
54 - 468 	loss=62,5943843673449
55 - 421 	loss=58,78572272468591
56 - 392 	loss=55,264272843749495
57 - 358 	loss=52,06803088313609
58 - 329 	loss=49,095253556530224
59 - 297 	loss=46,256281944486545
60 - 260 	loss=43,56496973951289
61 - 248 	loss=41,827837966542575
62 - 228 	loss=39,33741693197226
63 - 206 	loss=37,02905972596636
64 - 184 	loss=34,87439970010746
65 - 175 	loss=32,85724272279185
66 - 162 	loss=30,98430014852056
67 - 150 	loss=29,245303646654065
68 - 135 	loss=27,647484125474875
69 - 127 	loss=26,15098702429532
70 - 120 	loss=24,751809822992072
71 - 110 	loss=23,468949222671654
72 - 100 	loss=22,27870911311402
73 - 94 	loss=21,17261511000106
74 - 89 	loss=20,137485604256653
75 - 83 	loss=19,17716313039091
76 - 72 	loss=18,269684085200424
77 - 69 	loss=17,39955495452159
78 - 65 	loss=16,570427887481856
79 - 59 	loss=15,804591302981862
80 - 52 	loss=15,10227345930798
81 - 47 	loss=14,430285158088736
82 - 41 	loss=13,80363621565084
83 - 40 	loss=13,210302065029282
84 - 38 	loss=12,657664912971086
85 - 36 	loss=12,13806039695919
86 - 33 	loss=11,64006705797965
87 - 32 	loss=11,171936523374825
88 - 31 	loss=10,72097358760766
89 - 30 	loss=10,298112027890056
90 - 27 	loss=9,88638465869144
91 - 28 	loss=9,49147007958436
92 - 25 	loss=9,105611411787322
93 - 23 	loss=8,739275483480924
94 - 22 	loss=8,384083358564567
95 - 21 	loss=8,04302468476908
96 - 18 	loss=7,717460347253564
97 - 16 	loss=7,407830866919085
98 - 15 	loss=7,120851892527526
99 - 15 	loss=6,843483947880031
100 - 14 	loss=6,58398510150505
101 - 12 	loss=6,335485498242861
102 - 11 	loss=6,098825670924498
103 - 10 	loss=5,871644370173954
104 - 10 	loss=5,655718992819402
105 - 9 	loss=5,446672291215464
106 - 8 	loss=5,25106567560249
107 - 7 	loss=5,060932568556268
108 - 6 	loss=4,882258120275765
109 - 6 	loss=4,711205310377977
110 - 5 	loss=4,54844224718704
111 - 5 	loss=4,393501862609469
112 - 5 	loss=4,242322866257041
113 - 4 	loss=4,095769940233367
114 - 3 	loss=3,9639445159755837
115 - 3 	loss=3,8269093401454484
116 - 3 	loss=3,6984008647422684
117 - 3 	loss=3,574649283746396
118 - 3 	loss=3,4579844513138482
119 - 3 	loss=3,3426689538955543
120 - 3 	loss=3,233163904712683
121 - 3 	loss=3,128920762025075
122 - 3 	loss=3,025771061251845
123 - 2 	loss=2,9302448950636517
124 - 2 	loss=2,8375671993259743
125 - 2 	loss=2,750549387409535
126 - 1 	loss=2,6647579004754505
127 - 1 	loss=2,58129978487608
128 - 1 	loss=2,504405690297176
129 - 1 	loss=2,429382302433055
130 - 1 	loss=2,3574103893817693
131 - 1 	loss=2,2889513941540685
132 - 0 	loss=2,2217347079283627
	571801,4337 ms
