0 - 31043 	loss=511,0092736631632
1 - 26419 	loss=504,9767431616783
2 - 23663 	loss=495,79937916994095
3 - 21950 	loss=485,5981965661049
4 - 20253 	loss=475,4332729578018
5 - 18531 	loss=464,6306403577328
6 - 16858 	loss=453,3464875370264
7 - 15411 	loss=442,31922593712807
8 - 14196 	loss=431,57937774062157
9 - 13263 	loss=421,162776067853
10 - 12508 	loss=410,9020259529352
11 - 11835 	loss=400,45586727559566
12 - 11235 	loss=390,21511517465115
13 - 10784 	loss=380,6109912842512
14 - 10347 	loss=371,47188191115856
15 - 9971 	loss=362,8356242328882
16 - 9657 	loss=354,3965061753988
17 - 9371 	loss=346,213015794754
18 - 9129 	loss=338,63414469361305
19 - 8902 	loss=331,550579123199
20 - 8705 	loss=324,7649715542793
21 - 8559 	loss=318,40057760477066
22 - 8380 	loss=312,24825520068407
23 - 8203 	loss=306,2875365167856
24 - 8020 	loss=300,4529412165284
25 - 7866 	loss=294,78790132701397
26 - 7708 	loss=289,32797283679247
27 - 7532 	loss=284,09903870522976
28 - 7381 	loss=278,9228807762265
29 - 7225 	loss=273,80952233821154
30 - 7073 	loss=268,62136372178793
31 - 6879 	loss=263,37280337512493
32 - 6704 	loss=258,164207726717
33 - 6555 	loss=253,22428652644157
34 - 6424 	loss=248,5370867177844
35 - 6291 	loss=244,0331083536148
36 - 6155 	loss=239,65513867884874
37 - 6005 	loss=235,27604629844427
38 - 5859 	loss=230,90698252618313
39 - 5745 	loss=226,52956418693066
40 - 5585 	loss=222,1733824238181
41 - 5460 	loss=217,97455609589815
42 - 5341 	loss=214,03839844092727
43 - 5253 	loss=210,31916847079992
44 - 5153 	loss=206,7428881302476
45 - 5031 	loss=203,25886910408735
46 - 4934 	loss=199,87862784042954
47 - 4844 	loss=196,5687596872449
48 - 4754 	loss=193,33147215098143
49 - 4671 	loss=190,13382756337523
50 - 4569 	loss=186,9389052055776
51 - 4484 	loss=183,66236095875502
52 - 4405 	loss=180,28175380453467
53 - 4311 	loss=176,86812097206712
54 - 4231 	loss=173,55992725491524
55 - 4146 	loss=170,35732583329082
56 - 4031 	loss=167,26018289849162
57 - 3935 	loss=164,2330535799265
58 - 3845 	loss=161,2917307280004
59 - 3753 	loss=158,43971831724048
60 - 3679 	loss=155,6734363362193
61 - 3601 	loss=152,95942833647132
62 - 3525 	loss=150,3173410501331
63 - 3448 	loss=147,78618172742426
64 - 3387 	loss=145,33503391221166
65 - 3299 	loss=142,94262840598822
66 - 3220 	loss=140,58651472628117
67 - 3140 	loss=138,25623130612075
68 - 3078 	loss=135,94942859001458
69 - 2998 	loss=133,66008476540446
70 - 2929 	loss=131,38246728293598
71 - 2849 	loss=129,08411282487214
