0 - 157407 	loss=3783,6137134879827
1 - 97877 	loss=3143,732053697109
2 - 80573 	loss=2670,643315322697
3 - 72751 	loss=2362,4657006189227
4 - 66960 	loss=2135,8137072995305
5 - 62514 	loss=1969,5856809280813
6 - 58311 	loss=1824,787097811699
7 - 54012 	loss=1693,9016999788582
8 - 49201 	loss=1562,7143956124783
9 - 45089 	loss=1450,0576958488673
10 - 40901 	loss=1340,822590360418
11 - 36527 	loss=1229,3262855038047
12 - 31627 	loss=1102,4088080916554
13 - 27236 	loss=995,6934367567301
14 - 23572 	loss=900,3977861683816
15 - 20341 	loss=811,8722053868696
16 - 17603 	loss=731,3335454333574
17 - 15851 	loss=665,6155537799932
18 - 14109 	loss=607,7512965793721
19 - 11927 	loss=538,6458426271565
20 - 10374 	loss=485,2841038333718
21 - 9112 	loss=440,0379882736597
22 - 7804 	loss=393,13800615398213
23 - 6469 	loss=346,7149155380903
24 - 5611 	loss=311,3989344331203
25 - 5103 	loss=287,40535473567434
26 - 4366 	loss=259,27928300830536
27 - 3860 	loss=235,8250569634838
28 - 3519 	loss=217,35007747780764
29 - 3005 	loss=194,66715203764034
30 - 2525 	loss=174,62101084020105
31 - 2121 	loss=156,32673639259883
32 - 1767 	loss=139,5679662079492
33 - 1481 	loss=124,71506614355894
34 - 1282 	loss=113,50736081399373
35 - 1164 	loss=104,91170834382501
36 - 925 	loss=92,37876697567117
37 - 787 	loss=82,98129522385716
38 - 706 	loss=76,29313171080139
39 - 643 	loss=70,23134410602142
40 - 549 	loss=63,02198055087865
41 - 497 	loss=57,893987603914866
42 - 438 	loss=52,71679065398712
43 - 397 	loss=48,95186234635912
44 - 347 	loss=44,20809206769991
45 - 319 	loss=40,67990919507429
46 - 280 	loss=37,45674958215568
47 - 239 	loss=33,70380423138886
48 - 219 	loss=31,011581603092054
49 - 188 	loss=28,62305667058081
50 - 166 	loss=26,120172887603076
51 - 142 	loss=23,854449762387958
52 - 129 	loss=21,813608011351334
53 - 108 	loss=20,230074123468512
54 - 101 	loss=18,85245515660654
55 - 90 	loss=17,6193072344563
56 - 81 	loss=16,491892833666952
57 - 70 	loss=15,459967840675063
58 - 60 	loss=14,489689952078379
59 - 55 	loss=13,570947887003285
60 - 46 	loss=12,717852289250914
61 - 45 	loss=11,867379171646917
62 - 41 	loss=11,173742973290018
63 - 38 	loss=10,600082116056115
64 - 38 	loss=10,05851975101109
65 - 31 	loss=9,41818145969171
66 - 26 	loss=8,727807908178193
67 - 19 	loss=8,154555041424373
68 - 16 	loss=7,670605856034911
69 - 17 	loss=7,238635471850728
70 - 15 	loss=6,8416879444448
71 - 15 	loss=6,477626111502502
72 - 13 	loss=6,127312319668192
73 - 11 	loss=5,804610859245656
74 - 11 	loss=5,4868799075997
75 - 11 	loss=5,182098508717729
76 - 11 	loss=4,902871289288072
77 - 10 	loss=4,642666689319299
78 - 9 	loss=4,403133055669031
79 - 9 	loss=4,185642817431528
80 - 8 	loss=3,985650144354338
81 - 8 	loss=3,804894511330218
82 - 7 	loss=3,6342062094883545
83 - 6 	loss=3,477062904615849
84 - 6 	loss=3,330337704121064
85 - 6 	loss=3,1975619739495187
86 - 6 	loss=3,066061013197171
87 - 6 	loss=2,9409431357571236
88 - 6 	loss=2,821940344707187
89 - 5 	loss=2,710750181081252
90 - 5 	loss=2,599750338622698
91 - 3 	loss=2,5006760879932344
92 - 2 	loss=2,398301394873684
93 - 2 	loss=2,3112816430779333
94 - 3 	loss=2,218488038034174
95 - 2 	loss=2,1338560666192308
96 - 2 	loss=2,053508488053609
97 - 1 	loss=1,9733036167438485
98 - 1 	loss=1,901963296880954
99 - 1 	loss=1,8264817317130024
100 - 1 	loss=1,7526980999454906
101 - 1 	loss=1,6813012535180683
102 - 1 	loss=1,6131053525562002
103 - 0 	loss=1,5455280302451229
	919772,7091 ms
