	0,5619	0,0734	0,4778	0,5056	0,5500	0,6056	0,6667
	0,6200	0,1133	0,4667	0,5333	0,6111	0,7000	0,8000
	0,6165	0,0992	0,4667	0,5500	0,6111	0,6944	0,7556
	0,6176	0,1147	0,4611	0,5333	0,6000	0,6889	0,8000
	0,6194	0,1103	0,4611	0,5389	0,6056	0,7000	0,7778
	0,6146	0,1049	0,4667	0,5444	0,6056	0,6833	0,7778
	0,6039	0,0965	0,4667	0,5333	0,5944	0,6722	0,7500
	0,6191	0,1084	0,4722	0,5444	0,6000	0,7056	0,7889
	0,6083	0,1020	0,4667	0,5333	0,6000	0,6722	0,7611
	0,6126	0,0981	0,4667	0,5389	0,6111	0,6778	0,7444
	0,6075	0,1031	0,4667	0,5389	0,5889	0,6778	0,7667
	0,6039	0,0980	0,4667	0,5333	0,5889	0,6778	0,7556
	0,6089	0,0982	0,4667	0,5389	0,6000	0,6833	0,7556
	0,6107	0,1008	0,4722	0,5389	0,6000	0,6778	0,7722
	0,6134	0,0994	0,4778	0,5389	0,6056	0,6889	0,7611
	0,6182	0,1041	0,4667	0,5444	0,6167	0,6889	0,7722
	0,6179	0,1066	0,4667	0,5444	0,6000	0,6944	0,7778
	0,6227	0,1063	0,4778	0,5500	0,6056	0,7056	0,7778
	0,6184	0,1039	0,4667	0,5389	0,6111	0,6889	0,7722
	0,6096	0,1000	0,4667	0,5333	0,6000	0,6889	0,7500
	0,6121	0,0984	0,4667	0,5444	0,6000	0,6833	0,7556
	0,6095	0,0983	0,4667	0,5333	0,6000	0,6778	0,7500
	0,6103	0,1067	0,4667	0,5389	0,5944	0,6611	0,7833
	0,6097	0,1006	0,4667	0,5389	0,6000	0,6778	0,7500
	0,6127	0,1004	0,4722	0,5389	0,6000	0,6833	0,7667
	0,6189	0,1051	0,4722	0,5444	0,6056	0,6889	0,7722
	0,6191	0,1107	0,4722	0,5389	0,6000	0,6944	0,7889
	0,6181	0,1068	0,4667	0,5333	0,6167	0,6833	0,7778
	0,6009	0,0983	0,4611	0,5278	0,5889	0,6778	0,7389
	0,6113	0,1012	0,4667	0,5444	0,6000	0,6833	0,7611
	0,6197	0,1046	0,4722	0,5500	0,6056	0,7000	0,7778
	0,6209	0,1123	0,4667	0,5389	0,6000	0,7111	0,7889
	0,6313	0,1145	0,4778	0,5556	0,6111	0,7111	0,8111
	0,6170	0,1057	0,4722	0,5444	0,6000	0,6889	0,7833
	0,6081	0,1023	0,4667	0,5278	0,6000	0,6667	0,7722
	0,6170	0,1014	0,4778	0,5444	0,6056	0,6889	0,7556
	0,6010	0,0975	0,4667	0,5278	0,5944	0,6722	0,7444
	0,6206	0,1112	0,4722	0,5444	0,6000	0,6944	0,8000
	0,6120	0,1009	0,4667	0,5389	0,6000	0,6889	0,7667
	0,6121	0,1009	0,4722	0,5389	0,6000	0,6833	0,7667
	0,6182	0,1028	0,4722	0,5444	0,6056	0,6889	0,7611
	0,6194	0,1024	0,4722	0,5444	0,6056	0,7056	0,7611
	0,6140	0,1121	0,4667	0,5333	0,5889	0,6778	0,8000
	0,6103	0,1007	0,4667	0,5333	0,5944	0,6944	0,7556
	0,6109	0,0989	0,4722	0,5389	0,6056	0,6778	0,7556
	0,6189	0,1078	0,4722	0,5389	0,6056	0,7000	0,7722
	0,6160	0,1075	0,4667	0,5333	0,6000	0,6944	0,7889
	0,6190	0,1057	0,4667	0,5389	0,6167	0,6889	0,7833
	0,6203	0,1110	0,4667	0,5444	0,6000	0,6889	0,7833
	0,6185	0,1085	0,4667	0,5389	0,6056	0,7000	0,7778
	0,6203	0,1067	0,4722	0,5389	0,6111	0,6889	0,7889
