	0,5585	0,0793	0,4778	0,5000	0,5333	0,6056	0,6722
	0,6034	0,1171	0,4722	0,5167	0,5833	0,6556	0,7667
	0,6028	0,1005	0,4722	0,5167	0,6000	0,6722	0,7500
	0,6105	0,1232	0,4667	0,5167	0,5889	0,6667	0,8444
	0,6099	0,1131	0,4778	0,5222	0,5889	0,6722	0,7889
	0,6014	0,1028	0,4667	0,5222	0,5889	0,6667	0,7444
	0,6100	0,1105	0,4722	0,5222	0,6000	0,6722	0,7722
	0,6081	0,1136	0,4722	0,5167	0,5944	0,6722	0,7889
	0,5957	0,1013	0,4778	0,5167	0,5833	0,6500	0,7333
	0,6095	0,1121	0,4778	0,5222	0,5944	0,6667	0,7778
	0,6128	0,1137	0,4722	0,5222	0,6000	0,6722	0,7833
	0,5925	0,0989	0,4722	0,5111	0,5833	0,6500	0,7222
	0,6058	0,1055	0,4722	0,5167	0,5944	0,6778	0,7611
	0,6043	0,0998	0,4778	0,5278	0,5889	0,6667	0,7500
	0,6086	0,1063	0,4722	0,5222	0,6000	0,6778	0,7667
	0,6050	0,1164	0,4667	0,5167	0,5889	0,6667	0,8056
	0,6154	0,1232	0,4667	0,5278	0,6000	0,6667	0,8333
	0,6091	0,1223	0,4722	0,5167	0,5889	0,6667	0,8000
	0,6041	0,1123	0,4722	0,5167	0,5889	0,6722	0,7556
	0,6148	0,1150	0,4722	0,5222	0,6000	0,6778	0,8000
	0,6069	0,1073	0,4722	0,5222	0,5944	0,6722	0,7500
	0,6209	0,1282	0,4722	0,5222	0,6056	0,6833	0,8444
